dyad;participant;eat;start.time;end.time;duration;raw.text;collaborative.processes;collaborative.categories;give.explanation;check.comprehension;give.task.information;outside.activity;disagree;show.hostility;show.active.listening;show.solidarity;elicit.partner.information;give.self.information;elicit.proposition;elicit.opinion;incorporate;give.recall;elicit.recall;tool.discourse;coordinate.teamwork;accept;give.opinion.against;give.proposition;elicit.task.information;manage.task;show.reflection;agree;use.social.convention;relax.atmosphere;check.reception;give.opinion.for;shared.emotion;unix.time.video;excel.time.video;human.time.video;human.time.emotion;;;;;
D05;D05P01;Oui;580,804;585,713;4,909;fin il me semble que ça (.) ce ce type de structure ça percute plus fin;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369101;41082.53126;12:45:01;;;;;;
D05;D05P01;Oui;586,128;587,258;1,13;il me semble hein;give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369106;41082.53132;12:45:06;;;;;;
D05;D05P01;Oui;587,768;592,054;4,286;comme t'avais proposé au début (.) genre la violence / après trouver un truc;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369108;41082.53134;12:45:08;;;;;;
D05;D05P02;Oui;592,431;595,015;2,584;hm hm donc (.) le respect /;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369112;41082.53139;12:45:12;;;;;;
D05;D05P02;Oui;599,885;601,301;1,416;ou la violence ;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;relaxed;1340369120;41082.53148;12:45:20;12:45:21;;;;;
D05;D05P01;Oui;601,437;602,113;0,676;ouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369121;41082.5315;12:45:21;;;;;;
D05;D05P01;Oui;603,885;605,612;1,727;la violence plus jamais;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369124;41082.53153;12:45:24;;;;;;
D05;D05P02;Oui;604,021;608,657;4,636;la violence av la violence commence là où le respect s'arrête;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369124;41082.53153;12:45:24;;;;;;
D05;D05P01;Oui;609,969;610,93;0,961;ouais :: /;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369130;41082.5316;12:45:30;;;;;;
D05;D05P02;Oui;612,053;613,871;1,818;on peut mettre ça attend j'vais le mettre;coordinate.teamwork;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1340369132;41082.53162;12:45:32;;;;;;
D05;D05P01;Oui;613,832;614,962;1,13;(rire) ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369134;41082.53164;12:45:34;;;;;;
D05;D05P02;Oui;614,67;615,735;1,065;la (clavier);other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369135;41082.53165;12:45:35;;;;;;
D05;D05P02;Oui;617,777;619,829;2,052;violence commence mais en plus ça rime;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369138;41082.53169;12:45:38;;;;;;
D05;D05P01;Oui;619,839;620,651;0,812;ouais ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369140;41082.53171;12:45:40;;;;;;
D05;D05P02;Oui;620,637;623,579;2,942;là où le respect (clavier);give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369141;41082.53172;12:45:41;;;;;;
D05;D05P01;Oui;623,92;626,848;2,928;et y a un y a :: une sorte de chiasme en fait;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369144;41082.53176;12:45:44;;;;;;
D05;D05P02;Oui;627,022;627,399;0,377;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369147;41082.53179;12:45:47;;;;;;
D05;D05P02;Oui;629,598;630,308;0,71;ok ::;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369150;41082.53182;12:45:50;;;;;;
D05;D05P01;Oui;632,55;634,058;1,508;celui-là j'trouve qu'il est bien;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369153;41082.53186;12:45:53;;;;;;
D05;D05P02;Oui;634,072;640,22;6,148;ouais (..) mais j'ttend j'ai oublié le ah voilà la violence commence là où le respect s'arrête;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369154;41082.53188;12:45:54;;;;;;
D05;D05P01;Oui;640,834;641,428;0,594;ouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369161;41082.53195;12:46:01;;;;;;
D05;D05P02;Oui;641,769;644,392;2,623;bon y a juste bon respect et s'arrête ça rime presque mais;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369162;41082.53196;12:46:02;;;;;;
D05;D05P01;Oui;645,42;645,956;0,536;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369165;41082.53201;12:46:05;;;;;;
D05;D05P01;Oui;648,39;648,97;0,58;ouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369168;41082.53204;12:46:08;;;;;;
D05;D05P02;Oui;648,956;654,433;5,477;et pis sinon on peut faire mais quelque chose de plus direct genre s avec le mot stop;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369169;41082.53205;12:46:09;;;;;;
D05;D05P01;Oui;655,182;657,356;2,174;ouais / la violence stop;incorporate;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369175;41082.53212;12:46:15;;;;;;
D05;D05P02;Oui;655,197;655,69;0,493;non?;elicit.opinion;Transactivity;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369175;41082.53212;12:46:15;;;;;;
D05;D05P02;Oui;657,433;658,041;0,608;euh;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369177;41082.53215;12:46:17;;;;;;
D05;D05P01;Oui;658,319;663,869;5,55;moi j'avais pensé à j'sais pas la violence c'en est assez ou :: la violence plus jamais dans nos lycées;incorporate;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369178;41082.53216;12:46:18;;;;;;
D05;D05P01;Oui;664,175;664,784;0,609;j'sais pas;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369184;41082.53222;12:46:24;;;;;;
D05;D05P02;Oui;665,219;666,61;1,391;la violence plus j;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369185;41082.53224;12:46:25;;;;;;
D05;D05P02;Oui;668,312;668,936;0,624;ouais?;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369188;41082.53227;12:46:28;;;;;;
D05;D05P01;Oui;669,175;671,465;2,29;la violence plus jamais dans nos lycées;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369189;41082.53228;12:46:29;;;;;;
D05;D05P02;Oui;671,567;672,61;1,043;ou stop;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369192;41082.53231;12:46:32;;;;;;
D05;D05P01;Oui;673,575;674,096;0,521;ouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369194;41082.53233;12:46:34;;;;;;
D05;D05P02;Oui;673,741;676,683;2,942;stop la (...) euh ouais j'sais pas;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369194;41082.53233;12:46:34;;;;;;
D05;D05P02;Oui;680,171;682,91;2,739;stop la violence et (..) ouais j'sais pas;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369200;41082.53241;12:46:40;;;;;;
D05;D05P01;Oui;686,542;687,948;1,406;stop à la violence (rire);incorporate;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369207;41082.53248;12:46:47;;;;;;
D05;D05P02;Oui;687,941;690,042;2,101;(rire) euh :;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369208;41082.5325;12:46:48;;;;;;
D05;D05P02;Oui;690,997;693,707;2,71;la violence plus jamais dans nos lycées ouais;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369211;41082.53253;12:46:51;;;;;;
D05;D05P02;Oui;701,789;702,572;0,783;ok ::;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369222;41082.53266;12:47:02;;;;;;
D05;D05P01;Oui;703,562;707,649;4,087;hm hm tu penses que on devrait on chercher encore ou : on peut;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369224;41082.53268;12:47:04;;;;;;
D05;D05P02;Oui;707,345;709,461;2,116;non j'pense qu'on en a assez là on peut en;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369227;41082.53272;12:47:07;;;;;;
D05;D05P02;Oui;710,397;710,977;0,58;alors;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369230;41082.53276;12:47:10;;;;;;
D05;D05P02;Oui;716,012;717,752;1,74;non ouais j'pense qu'on en a assez hein;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369236;41082.53282;12:47:16;;;;;;
D05;D05P01;Oui;718,413;719,196;0,783;ok;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369238;41082.53285;12:47:18;;;;;;
D05;D05P01;Oui;722,319;724,667;2,348;alors maintenant on doit éliminer hein;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369242;41082.5329;12:47:22;;;;;;
D05;D05P02;Oui;724,856;725,479;0,623;hm hm;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369245;41082.53293;12:47:25;;;;;;
D05;D05P02;Oui;726,249;728,785;2,536;att ça c'est la deuxième? pff ouais;elicit.task.information;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1340369246;41082.53294;12:47:26;;;;;;
D05;D05P02;Oui;729,213;730,72;1,507;c'est la deuxième étape ça;give.task.information;Information;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369249;41082.53298;12:47:29;;;;;;
D05;D05P01;Oui;730,821;731,43;0,609;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369251;41082.533;12:47:31;;;;;;
D05;D05P02;Oui;731,415;732,618;1,203;on va attendre un peu;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369251;41082.533;12:47:31;;;;;;
D05;D05P01;Oui;732,987;734,176;1,189;mais on a :: ouais;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369253;41082.53302;12:47:33;;;;;;
D05;D05P01;Oui;735,998;737,824;1,826;mais en fait euh est-ce qu'on est guid;elicit.task.information;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1340369256;41082.53306;12:47:36;;;;;;
D05;D05P01;Oui;740,267;740,904;0,637;ok;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369260;41082.5331;12:47:40;;;;;;
D05;D05P02;Oui;739,708;740,332;0,624;ok;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369260;41082.5331;12:47:40;;;;;;
D05;D05P02;Oui;741,439;747,439;6;alors (...) on peut enlever :: (..) le touche pas à mon pote j'pense qu'on peut l'enlever;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369261;41082.53312;12:47:41;;;;;;
D05;D05P01;Oui;747,875;750,02;2,145;ouais :: parce que c'est trop agressif?;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369268;41082.53319;12:47:48;;;;;;
D05;D05P02;Oui;750,107;750,773;0,666;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369270;41082.53322;12:47:50;;;;;;
D05;D05P02;Oui;753,128;755,23;2,102;et avec la merde aussi;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369273;41082.53325;12:47:53;;;;;;
D05;D05P01;Oui;755,404;755,868;0,464;hm;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369275;41082.53328;12:47:55;;;;;;
D05;D05P02;Oui;755,629;759,237;3,608;si tu cherches la merde (..) parce que ouais bon y a pas de rime y a pas de;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369276;41082.53328;12:47:56;;;;;;
D05;D05P01;Oui;757,129;757,723;0,594;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369277;41082.5333;12:47:57;;;;;;
D05;D05P01;Oui;759,513;760,093;0,58;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369280;41082.53333;12:48:00;;;;;;
D05;D05P02;Oui;760,18;761,876;1,696;j'trouve pas qu'il est très original /;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369280;41082.53334;12:48:00;;;;;;
D05;D05P01;Oui;762,173;762,637;0,464;hm;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1340369282;41082.53336;12:48:02;;;;;;
D05;D05P02;Oui;765,775;766,572;0,797;et pis ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369286;41082.5334;12:48:06;;;;;;
D05;D05P02;Oui;770,622;772,593;1,971;bon on peut déjà faire les relations?;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369291;41082.53346;12:48:11;;;;;;
D05;D05P01;Oui;773,25;774,293;1,043;hm ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369293;41082.53349;12:48:13;;;;;;
D05;D05P02;Oui;778,847;780,644;1,797;euh :: alors;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369299;41082.53355;12:48:19;;;;;;
D05;D05P01;Oui;785,521;788,825;3,304;moi j'trouvais que :: prendre conscience de la violence c'était;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369306;41082.53363;12:48:26;;;;;;
D05;D05P02;Oui;791,552;794,494;2,942;alors bah fais les :: fais les relations;coordinate.teamwork;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1340369312;41082.5337;12:48:32;;;;;;
D05;D05P02;Oui;795,636;797,694;2,058;'ttend (..) avec les boîtes;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369316;41082.53375;12:48:36;;;;;;
D05;D05P01;Oui;799,325;800,818;1,493;toute façon toi aussi tu dois le;coordinate.teamwork;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1340369319;41082.53379;12:48:39;;;;;;
D05;D05P02;Oui;798,724;799,274;0,55;euh;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369319;41082.53378;12:48:39;;;;;;
D05;D05P02;Oui;801,492;802,057;0,565;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1340369321;41082.53381;12:48:41;;;;;;
D05;D05P01;Oui;803,825;806,1;2,275;non euh (..) j'réfléchis ce qu'on peut mettre;give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369324;41082.53384;12:48:44;;;;;;
D05;D05P02;Oui;808,578;810,998;2,42;donc (..) ah! ouais;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369329;41082.5339;12:48:49;;;;;;
D05;D05P02;Oui;815,21;815,848;0,638;roh;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369335;41082.53397;12:48:55;;;;;;
D05;D05P02;Oui;820,995;822,386;1,391;donc (..) hop;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369341;41082.53404;12:49:01;;;;;;
D05;D05P01;Oui;821,632;822,401;0,769;euh ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369342;41082.53405;12:49:02;;;;;;
D05;D05P02;Oui;823,69;825,69;2;euh :: hm hm hm ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369344;41082.53407;12:49:04;;;;;;
D05;D05P01;Oui;859,14;860,575;1,435;mais euh :::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369379;41082.53448;12:49:39;;;;;;
D05;D05P02;Oui;861,57;862,382;0,812;oui?;check.reception;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1340369382;41082.53451;12:49:42;;;;;;
D05;D05P01;Oui;862,785;864,336;1,551;il me semble que ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369383;41082.53452;12:49:43;;;;;;
D05;D05P01;Oui;865,992;868,949;2,957;tu devais plutôt relier par euh à adapté ouais voilà;give.opinion.against;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1340369386;41082.53456;12:49:46;;;;;;
D05;D05P02;Oui;869,62;872,823;3,203;ouais voilà mais :: ouais j'pense ça va j'crois;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369390;41082.5346;12:49:50;;;;;;
D05;D05P02;Oui;873,371;875,922;2,551;et ensuite alors par contre :;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1340369393;41082.53465;12:49:53;;;;;;
D05;D05P02;Oui;877,572;883,326;5,754;euh : tu me respectes je te respecte moi j'trouve qu'il est original quand même;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369398;41082.53469;12:49:58;;;;;;
D05;D05P01;Oui;884,334;884,856;0,522;hm;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369404;41082.53477;12:50:04;;;;;;
D05;D05P01;Oui;888,533;889,315;0,782;euh ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369409;41082.53482;12:50:09;;;;;;
D05;D05P02;Oui;890,026;892,345;2,319;ah non mais par là répétition;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1340369410;41082.53484;12:50:10;;;;;;
D05;D05P01;Oui;892,577;893,113;0,536;hm;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369413;41082.53487;12:50:13;;;;;;
D05;D05P02;Oui;897,08;897,776;0,696;euh :;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369417;41082.53492;12:50:17;;;;;;
D05;D05P01;Oui;899,479;900,131;0,652;donc;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369419;41082.53495;12:50:19;;;;;;
D05;D05P01;Oui;918,52;933,172;14,652;la violence comme là où (...) mais en même temps euh :: (..) moi j'pense c'est (..) par rapport à l'adaptation c'est quand même quelque chose qu'ils ont :  qu'ils connaissent tous non? genre la liberté de l'un s'arrête euh;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369439;41082.53517;12:50:39;;;;;;
D05;D05P01;Oui;933,582;935,654;2,072;ouais (.) s'arrête là où ::;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369454;41082.53534;12:50:54;;;;;;
D05;D05P01;Oui;936,215;937,968;1,753;la liberté de l'autre commence;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369456;41082.53537;12:50:56;;;;;;
D05;D05P02;Oui;938,294;944,28;5,986;ouais (..) non mais ouais j'trouve c'est bien parce que justement pour arrêter la violence il faut respecter l'autre quoi;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369458;41082.5354;12:50:58;;;;;;
D05;D05P01;Oui;939,084;941,012;1,928;donc du coup c'est pas :: fin;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369459;41082.53541;12:50:59;;;;;;
D05;D05P02;Oui;944,4;950,038;5,638;c'est la 1ère chose qu'il faut faire (...) ça leur dit :: bah quoi faire pour arrêter la violence quoi;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369464;41082.53547;12:51:04;;;;;;
D05;D05P01;Oui;949,959;950,437;0,478;ouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369470;41082.53553;12:51:10;;;;;;
D05;D05P02;Oui;952,624;958,189;5,565;parce que bon la violence ils savent que c'est pas bien mais (.) fin faut leur dire aussi un peu quoi faire;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1340369473;41082.53556;12:51:13;;;;;;
D05;D05P01;Oui;959,58;960,421;0,841;mouais;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369480;41082.53564;12:51:20;;;;;;
D05;D05P01;Oui;964,968;966,041;1,073;hm ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1340369485;41082.53571;12:51:25;;;;;;
D05;D05P01;Oui;988,564;991,072;2,508;mais c'est lequel qui est adapté aux ados pour toi?;elicit.opinion;Transactivity;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1340369509;41082.53598;12:51:49;;;;;;
