dyad;participant;eat;start.time;end.time;duration;raw.text;collaborative.processes;collaborative.categories;give.explanation;check.comprehension;give.task.information;outside.activity;disagree;show.hostility;show.active.listening;show.solidarity;elicit.partner.information;give.self.information;elicit.proposition;elicit.opinion;incorporate;give.recall;elicit.recall;tool.discourse;coordinate.teamwork;accept;give.opinion.against;give.proposition;elicit.task.information;manage.task;show.reflection;agree;use.social.convention;relax.atmosphere;check.reception;give.opinion.for;shared.emotion;unix.time.video;excel.time.video;human.time.video;human.time.emotion;;;;;
D08;D08P01;Non;461,293;462,495;1,202;qu'est-ce qu'on pourrait faire;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217217;41092.34742;08:20:17;;;;;;
D08;D08P01;Non;489,241;490,729;1,488;'ttend voir j'vais essayer d'écrire quelque chose;coordinate.teamwork;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1341217245;41092.34775;08:20:45;;;;;;
D08;D08P02;Non;495,352;499,042;3,69;j'sais pas j'trouve que c'est (.) voilà j'ai écrit un truc mais j'trouve que c'est un peu cucul la praline;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217251;41092.34782;08:20:51;;;;;;
D08;D08P02;Non;499,424;504,922;5,498;c'est justement ce que tu disais tout à l'heure c'est c'est un peu ces phrases un peu moralisatrices qui (.) qui sensibilisent euh;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217255;41092.34786;08:20:55;;;;;;
D08;D08P01;Non;503,281;505,019;1,738;ouais non / mais tout à fait ça va très très bien;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217259;41092.34791;08:20:59;;;;;;
D08;D08P02;Non;506,161;508,316;2,155;qui sensibilisent pas vraiment pas vraiment les jeunes;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217262;41092.34794;08:21:02;;;;;;
D08;D08P02;Non;509,237;513,404;4,167;faudrait réussir à utiliser j'sais pas leur langage ou des mots qu'ils utilisent mais pff;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217265;41092.34798;08:21:05;;;;;;
D08;D08P02;Non;514,212;516,64;2,428;j'ai jamais été très bon en langage jeunes (rire);give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217270;41092.34803;08:21:10;;;;;;
D08;D08P01;Non;514,604;515,152;0,548;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217271;41092.34804;08:21:11;;;;;;
D08;D08P01;Non;517,022;524,066;7,044;euh le souci c'est que en fait bon c'est principalement pas eux qui dictent la :: la mode au niveau des mots pis ça change assez vite;give.task.information;Information;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217273;41092.34807;08:21:13;;;;;;
D08;D08P02;Non;524,366;524,711;0,345;hm;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217280;41092.34815;08:21:20;;;;;;
D08;D08P01;Non;526,811;527,978;1,167;euh :::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217283;41092.34818;08:21:23;;;;;;
D08;D08P01;Non;541,782;546,151;4,369;ensuite idéalement le : ce serait quelque chose qui rime quelque chose qui accroche;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217298;41092.34835;08:21:38;;;;;;
D08;D08P01;Non;550,405;551,071;0,666;ouais;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217306;41092.34845;08:21:46;;;;;;
D08;D08P02;Non;552,88;553,844;0,964;euh :::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217309;41092.34848;08:21:49;;;;;;
D08;D08P01;Non;571,592;579,769;8,177;le le problème avec les slogans qui utilisent les mots jeunes (.) c'est que j'ai toujours trouvé très très faux (.) très hypocrite enfin très :;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217328;41092.3487;08:22:08;;;;;;
D08;D08P02;Non;579,57;580,38;0,81;c'est pas naturel;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217336;41092.34879;08:22:16;;;;;;
D08;D08P01;Non;580,547;592,616;12,069;voilà ouais je j'imagine très très bien le mec de la quarantaine en costard cravate qui pond des slogans en utilisant 2-3 mots jeunes (.) du coup c'est ça m'inspire plus du dégoût qu'autre chose ce genre de slogan avec des mots jeunes;give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217337;41092.3488;08:22:17;;;;;;
D08;D08P02;Non;581,569;582,664;1,095;hm hm c'est pas naturel;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217338;41092.34881;08:22:18;;;;;;
D08;D08P02;Non;586,412;587,317;0,905;ouais ouais bien sûr;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217342;41092.34887;08:22:22;;;;;;
D08;D08P02;Non;587,828;589,018;1,19;hm hm (.) ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217344;41092.34889;08:22:24;;;;;;
D08;D08P02;Non;592,745;597,241;4,496;ouais : c'est pas très euh pas très ouais pas très franc en fait;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217349;41092.34894;08:22:29;;;;;;
D08;D08P01;Non;597,398;597,982;0,584;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217353;41092.349;08:22:33;;;;;;
D08;D08P02;Non;597,88;601,071;3,191;tu sens que c'est un peu : c'est pas naturel que c'est recherché;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217354;41092.349;08:22:34;;;;;;
D08;D08P01;Non;601,047;601,428;0,381;hm;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217357;41092.34904;08:22:37;;;;;;
D08;D08P02;Non;601,749;603,178;1,429;mais euh : pff;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217358;41092.34905;08:22:38;;;;;;
D08;D08P02;Non;604,223;613,366;9,143;je sais pas bon si on essayait déjà de trouver des slogans à partir de ceux qu'on a euh terrain classe violence ignorance euh;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217360;41092.34908;08:22:40;;;;;;
D08;D08P01;Non;610,033;610,735;0,702;hm ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217366;41092.34914;08:22:46;;;;;;
D08;D08P01;Non;636,493;637,243;0,75;hm hm;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217392;41092.34945;08:23:12;;;;;;
D08;D08P01;Non;640,093;644,236;4,143;j'enlève un petit truc (.) j'te le met là aussi les les slogans déjà tout fait;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217396;41092.34949;08:23:16;;;;;;
D08;D08P01;Non;645,379;646,665;1,286;celui-là à moitié tac;outside.activity;Outside activity;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217401;41092.34955;08:23:21;;;;;;
D08;D08P02;Non;644,95;645,498;0,548;hm hm;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217401;41092.34955;08:23:21;;;;;;
D08;D08P01;Non;649,14;650,152;1,012;voilà ::;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217405;41092.3496;08:23:25;;;;;;
D08;D08P01;Non;654,181;659,133;4,952;'ttend ça s'appelle déjà comment la : le le mot anglais pour euh : la pression au travail;elicit.task.information;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1341217410;41092.34965;08:23:30;;;;;;
D08;D08P01;Non;659,298;659,988;0,69;mobying?;elicit.task.information;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;1341217415;41092.34971;08:23:35;;;;;;
D08;D08P02;Non;660,179;661,084;0,905;le mobying;give.task.information;Information;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217416;41092.34972;08:23:36;;;;;;
D08;D08P01;Non;661,227;661,822;0,595;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217417;41092.34974;08:23:37;;;;;;
D08;D08P02;Non;662,203;662,893;0,69;mobying;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217418;41092.34975;08:23:38;;;;;;
D08;D08P02;Non;664,558;668,248;3,69;ouais mais le seul problème c'est que :: ouais je sais pas si les jeunes euh;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217421;41092.34977;08:23:41;;;;;;
D08;D08P01;Non;669,472;671,082;1,61;ouais ils ont entendu parler de ce mot /;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217425;41092.34983;08:23:45;;;;;;
D08;D08P02;Non;671,254;674,313;3,059;ils ont sûrement entendu parler de ce mot mais ils savent pas tous ce que ça veut dire;give.task.information;Information;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217427;41092.34985;08:23:47;;;;;;
D08;D08P01;Non;674,652;675,081;0,429;hm;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217431;41092.34989;08:23:51;;;;;;
D08;D08P02;Non;675,771;678,997;3,226;d'autant plus qu'en plus c'est euh : c'est anglais donc euh;give.task.information;Information;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217432;41092.3499;08:23:52;;;;;;
D08;D08P01;Non;679,075;679,551;0,476;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217435;41092.34994;08:23:55;;;;;;
D08;D08P02;Non;680,824;693,609;12,785;on peut pas dire que les francophones sont particulièrement bon en anglais (.) j'sais pas si j'pense qu'on peut utiliser des termes anglais c'est une bonne idée mais des termes qui sont vraiment euh qui sont vraiment rentrés dans le langage qu sont vraiment :;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217437;41092.34996;08:23:57;;;;;;
D08;D08P01;Non;684,597;685,133;0,536;non;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217441;41092.35001;08:24:01;;;;;;
D08;D08P01;Non;695,368;695,916;0,548;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217451;41092.35013;08:24:11;;;;;;
D08;D08P02;Non;695,857;696,916;1,059;mais c'est une bonne idée;show.solidarity;Social relation;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217452;41092.35014;08:24:12;;;;;;
D08;D08P01;Non;697,172;699,482;2,31;ouais donc j'le laisse comme idée pis on verra;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217453;41092.35015;08:24:13;;;;;;
D08;D08P02;Non;699,518;700,958;1,44;anglais euh;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217456;41092.35018;08:24:16;;;;;;
D08;D08P02;Non;702,297;706,713;4,416;(rire) en plus c'est pas qu'au bureau on parlait des élèves (rire);give.opinion.against;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1341217458;41092.35021;08:24:18;;;;;;
D08;D08P01;Non;706,851;708,517;1,666;ouais justement donc là;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217463;41092.35026;08:24:23;;;;;;
D08;D08P02;Non;707,589;709,077;1,488;à des ados ouais;give.opinion.against;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1341217464;41092.35027;08:24:24;;;;;;
D08;D08P02;Non;709,308;710,451;1,143;mais ouais c'est une bonne idée;show.solidarity;Social relation;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217465;41092.35029;08:24:25;;;;;;
D08;D08P01;Non;710,356;715,379;5,023;euh essayer de faire prendre conscience par le le fait que c'est pas qu'au bureau mais que c'est aussi en classe mais;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217466;41092.35031;08:24:26;;;;;;
D08;D08P02;Non;715,475;719,223;3,748;mais dans le même genre on pourrait dire euh par exemple il n'existe pas de petite violence;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217471;41092.35036;08:24:31;;;;;;
D08;D08P02;Non;720,064;721,207;1,143;mais c'est encore tout fait;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217476;41092.35042;08:24:36;;;;;;
D08;D08P01;Non;720,659;721,076;0,417;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217477;41092.35042;08:24:37;;;;;;
D08;D08P01;Non;722,712;723,474;0,762;hm hm;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217479;41092.35045;08:24:39;;;;;;
D08;D08P01;Non;734,483;735,506;1,023;très bien tac;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217490;41092.35058;08:24:50;;;;;;
D08;D08P01;Non;739,672;740,267;0,595;euh :;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217496;41092.35064;08:24:56;;;;;;
D08;D08P01;Non;753,165;755,951;2,786;bon sinon tu tu voulais dans la catégorie;manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217509;41092.3508;08:25:09;;;;;;
D08;D08P01;Non;757,344;760,034;2,69;j'vais essayer de faire quelque chose (.) euh tac;coordinate.teamwork;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1341217513;41092.35085;08:25:13;;;;;;
D08;D08P01;Non;781,751;784,096;2,345;tac (clavier) j'suis en train d'essayer de pondre quelque chose;give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217538;41092.35113;08:25:38;;;;;;
D08;D08P01;Non;792,157;793,621;1,464;bah voilà pis on va voir;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217548;41092.35125;08:25:48;;;;;;
D08;D08P01;Non;794,471;795,709;1,238;qu'est-ce que t'en penses;elicit.opinion;Transactivity;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217550;41092.35128;08:25:50;;;;;;
D08;D08P01;Non;798,637;802,539;3,902;oh dans la catégorie c'est quoi ton problème euh : interpellation directe;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217555;41092.35133;08:25:55;;;;;;
D08;D08P01;Non;805,134;809,658;4,524;pis bon encore un truc qui me dérange un peu c'est la violence tu vois c'est :;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217561;41092.3514;08:26:01;;;;;;
D08;D08P02;Non;812,334;812,87;0,536;hm hm;show.active.listening;Interaction management;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217568;41092.35149;08:26:08;;;;;;
D08;D08P01;Non;813,102;815,448;2,346;c'est ce ça concerne (..) hm hm;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217569;41092.35149;08:26:09;;;;;;
D08;D08P02;Non;816,454;819,344;2,89;(rire) taper avoir la lose;give.recall;Information;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217572;41092.35153;08:26:12;;;;;;
D08;D08P01;Non;820,37;820,87;0,5;ouais;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217576;41092.35158;08:26:16;;;;;;
D08;D08P02;Non;819,649;820,161;0,512;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217576;41092.35157;08:26:16;;;;;;
D08;D08P02;Non;821,251;822,204;0,953;ouais ça c'est cool;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217577;41092.35159;08:26:17;;;;;;
D08;D08P01;Non;823,365;824,686;1,321;hm hm / ouais pas mal;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217579;41092.35161;08:26:19;;;;;;
D08;D08P02;Non;829,689;831,201;1,512;ah merde j'ai fait une faute en plus;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217586;41092.35169;08:26:26;;;;;;
D08;D08P01;Non;831,908;834,979;3,071;ouais non mais t'en t'en fiches on est pas sur l'orthographe là (rire);manage.task;Task management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1341217588;41092.35171;08:26:28;;;;;;
D08;D08P02;Non;835,453;837,203;1,75;hm hm (..) ouais mais une faute de français;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217591;41092.35175;08:26:31;;;;;;
D08;D08P01;Non;838,031;839,4;1,369;ouais ouais ça;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217594;41092.35178;08:26:34;;;;;;
D08;D08P02;Non;841,142;845,285;4,143;j'veux dire sinon c'est pas très compréhensible respecte l'autre comme tu respectes tes pote;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217597;41092.35182;08:26:37;;;;;;
D08;D08P01;Non;843,344;844,047;0,703;(rire);relax.atmosphere;Social relation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;1341217599;41092.35184;08:26:39;;;;;;
D08;D08P01;Non;845,575;847,599;2,024;ouais non mais j'avais parfaitement compris la phrase (rire);give.self.information;Information;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217602;41092.35187;08:26:42;;;;;;
D08;D08P02;Non;849,931;856,132;6,201;euh :: ouais mais c'est cool du genre euh être violent c'est être con ça c'est pas mal ça interpelle;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217606;41092.35192;08:26:46;;;;;;
D08;D08P01;Non;855,567;856,043;0,476;ouais;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217612;41092.35199;08:26:52;;;;;;
D08;D08P01;Non;857,137;859,518;2,381;c'est : ah ça c'est c'est plus direct que ça y a pas;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217613;41092.352;08:26:53;;;;;;
D08;D08P02;Non;859,827;863,279;3,452;ouais (.) c'est direct c'est pas :;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217616;41092.35204;08:26:56;;;;;;
D08;D08P01;Non;862,98;865,351;2,371;enfin sinon y aurait c'est t'es violent t'es con;give.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1341217619;41092.35207;08:26:59;;;;;;
D08;D08P01;Non;865,999;867,821;1,822;ce serait encore plus direct mais ::;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217622;41092.35211;08:27:02;;;;;;
D08;D08P02;Non;865,713;866,523;0,81;(rire);relax.atmosphere;Social relation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;1341217622;41092.3521;08:27:02;;;;;;
D08;D08P02;Non;868,325;871,052;2,727;ouais : j'suis pas sur que ça passe partout mais (rire);give.opinion.against;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1341217624;41092.35213;08:27:04;;;;;;
D08;D08P01;Non;870,248;873,105;2,857;non : non effectivement j'crois que c'est y aurait un petit souci mais :;accept;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1341217626;41092.35216;08:27:06;;;;;;
D08;D08P02;Non;874,653;875,688;1,035;euh :. hm;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217631;41092.35221;08:27:11;;;;;;
D08;D08P01;Non;876,92;887,774;10,854;ensuite c'est : en tout cas au niveau des termes qui demandent ici c'est persuasif original adapté et émotion (..) j'suis pas sur qu'il y ait des masses d'émotion mais en tout cas c'est adapté c'est original et c'est persuasif;give.opinion.for;Transactivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1341217633;41092.35223;08:27:13;;;;;;
D08;D08P02;Non;887,988;888,428;0,44;hm hm;agree;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1341217644;41092.35236;08:27:24;;;;;;
D08;D08P01;Non;890,564;894,504;3,94;euh :: (...) qu'est-ce qu'on pourrait encore faire d'autre;elicit.proposition;Transactivity;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217647;41092.35239;08:27:27;;;;;;
D08;D08P02;Non;900,936;902,055;1,119;euh ::;show.reflection;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1341217657;41092.35251;08:27:37;;;;;;
D08;D08P01;Non;904,029;907,136;3,107;je j'entends rien du tout dans le : dans le casque (...) non;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217660;41092.35255;08:27:40;;;;;;
D08;D08P02;Non;907,999;908,475;0,476;quoi;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217664;41092.35259;08:27:44;;;;;;
D08;D08P02;Non;913,258;914,318;1,06;hey t'es là?;check.reception;Interaction management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1341217669;41092.35265;08:27:49;;;;;;
D08;D08P01;Non;918,156;919,263;1,107;là là oui maintenant oui;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217674;41092.35271;08:27:54;;;;;;
D08;D08P02;Non;919,555;920,138;0,583;là maintenant;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217676;41092.35273;08:27:56;;;;;;
D08;D08P01;Non;933,328;934,019;0,691;d'accord;other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217689;41092.35289;08:28:09;;;;;;
D08;D08P02;Non;934,602;935,781;1,179;ok : (soupir);other;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1341217691;41092.3529;08:28:11;;;;;;
